-4.9921875 -0.499999999998324 -1.49999999999891 -5.81534820298657E-13
-4.9765625 -0.499999999998036 -1.49999999999871 -6.76902978113958E-13
-4.9609375 -0.499999999997699 -1.49999999999849 -7.87592213669086E-13
-4.9453125 -0.499999999997306 -1.49999999999822 -9.15822973013292E-13
-4.9296875 -0.499999999996847 -1.49999999999791 -1.06425979140568E-12
-4.9140625 -0.499999999996312 -1.49999999999755 -1.23623333792011E-12
-4.8984375 -0.499999999995688 -1.49999999999712 -1.43518530393294E-12
-4.8828125 -0.499999999994961 -1.49999999999663 -1.66522351463527E-12
-4.8671875 -0.499999999994114 -1.49999999999604 -1.931121929033E-12
-4.8515625 -0.499999999993128 -1.49999999999537 -2.23820961764432E-12
-4.8359375 -0.49999999999198 -1.49999999999457 -2.59281485170959E-12
-4.8203125 -0.499999999990646 -1.49999999999365 -3.0018210139815E-12
-4.8046875 -0.499999999989095 -1.49999999999257 -3.47355477714473E-12
-4.7890625 -0.499999999987292 -1.49999999999131 -4.01723099230367E-12
-4.7734375 -0.499999999985199 -1.49999999998984 -4.64339677819225E-12
-4.7578125 -0.499999999982769 -1.49999999998813 -5.36426458808137E-12
-4.7421875 -0.49999999997995 -1.49999999998614 -6.1934901651739E-12
-4.7265625 -0.499999999976681 -1.49999999998383 -7.14717174332691E-12
-4.7109375 -0.499999999972891 -1.49999999998113 -8.2430728909344E-12
-4.6953125 -0.499999999968501 -1.499999999978 -9.50173273395194E-12
-4.6796875 -0.499999999963418 -1.49999999997436 -1.09464659558967E-11
-4.6640625 -0.499999999957534 -1.49999999997014 -1.2604028931662E-11
-4.6484375 -0.499999999950728 -1.49999999996523 -1.45045087052154E-11
-4.6328125 -0.499999999942858 -1.49999999995954 -1.66821001457151E-11
-4.6171875 -0.499999999933763 -1.49999999995294 -1.91758831036282E-11
-4.6015625 -0.499999999923257 -1.49999999994529 -2.20303775222419E-11
-4.5859375 -0.499999999911127 -1.49999999993642 -2.5295432415362E-11
-4.5703125 -0.499999999897129 -1.49999999992616 -2.90281132464543E-11
-4.5546875 -0.499999999880983 -1.49999999991428 -3.32928129509469E-11
-4.5390625 -0.499999999862368 -1.49999999990053 -3.81624731815577E-11
-4.5234375 -0.499999999840918 -1.49999999988464 -4.3719694531319E-11
-4.5078125 -0.499999999816212 -1.49999999986627 -5.00576247119966E-11
-4.4921875 -0.499999999787772 -1.49999999984505 -5.72818459332325E-11
-4.4765625 -0.499999999755046 -1.49999999982056 -6.55111520586615E-11
-4.4609375 -0.49999999971741 -1.49999999979229 -7.48801021188683E-11
-4.4453125 -0.499999999674147 -1.49999999975969 -8.55395754228994E-11
-4.4296875 -0.499999999624439 -1.4999999997221 -9.7660324271942E-11
-4.4140625 -0.499999999567355 -1.49999999967879 -1.11434195204652E-10
-4.3984375 -0.499999999501832 -1.49999999962891 -1.27077126599318E-10
-4.3828125 -0.499999999426659 -1.49999999957149 -1.44831924231426E-10
-4.3671875 -0.499999999340457 -1.49999999950543 -1.64971258875823E-10
-4.3515625 -0.499999999241657 -1.49999999942946 -1.87801107998098E-10
-4.3359375 -0.499999999128471 -1.49999999934214 -2.1366508562437E-10
